Age,Education Level,Occupation,Interest,Experience,Learning Style,Time Commitment,Preferred Resources,Recommended Skill
26,Bachelor's,Job Seeker,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
26,Bachelor's,Job Seeker,AI/ML,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
26,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
26,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
26,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,5-10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
27,Bachelor's,Job Seeker,AI/ML,Advanced,Auditory,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
28,Bachelor's,Job Seeker,AI/ML,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
28,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,5-10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
28,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
28,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
29,Bachelor's,Job Seeker,AI/ML,Advanced,Auditory,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
29,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
29,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
30,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,5-10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
30,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
31,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
31,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
31,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
31,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
32,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
32,Bachelor's,Job Seeker,AI/ML,Intermediate,Visual,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
32,Bachelor's,Job Seeker,AI/ML,Intermediate,Reading/Writing,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
32,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
33,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
33,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
33,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,<5 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
33,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
34,Bachelor's,Job Seeker,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
34,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
34,Bachelor's,Job Seeker,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
34,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
34,Bachelor's,Job Seeker,AI/ML,Beginner,Auditory,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
35,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
36,Bachelor's,Job Seeker,AI/ML,Advanced,Reading/Writing,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
36,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
36,Bachelor's,Job Seeker,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
37,Bachelor's,Job Seeker,AI/ML,Intermediate,Visual,>10 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
37,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,<5 hrs/week,Paid,"NLP, Computer Vision, AI Deployment"
37,Bachelor's,Job Seeker,AI/ML,Intermediate,Visual,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
37,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
37,Bachelor's,Job Seeker,AI/ML,Advanced,Auditory,<5 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
37,Bachelor's,Job Seeker,AI/ML,Intermediate,Visual,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
38,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,5-10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
38,Bachelor's,Job Seeker,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
39,Bachelor's,Job Seeker,AI/ML,Beginner,Visual,>10 hrs/week,Free,"NLP, Computer Vision, AI Deployment"
39,Bachelor's,Job Seeker,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free & Paid,"NLP, Computer Vision, AI Deployment"
22,Master's,Job Seeker,Networking,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
22,Master's,Job Seeker,Networking,Intermediate,Visual,5-10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
22,Master's,Job Seeker,Networking,Beginner,Auditory,5-10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
22,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
23,Master's,Job Seeker,Networking,Intermediate,Visual,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
23,Master's,Job Seeker,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
24,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
24,Master's,Job Seeker,Networking,Intermediate,Reading/Writing,<5 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
24,Master's,Job Seeker,Networking,Intermediate,Visual,>10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
24,Master's,Job Seeker,Networking,Advanced,Reading/Writing,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
24,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
26,Master's,Job Seeker,Networking,Advanced,Visual,5-10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
26,Master's,Job Seeker,Networking,Advanced,Visual,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
26,Master's,Job Seeker,Networking,Advanced,Kinesthetic,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
26,Master's,Job Seeker,Networking,Beginner,Visual,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
26,Master's,Job Seeker,Networking,Intermediate,Auditory,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
26,Master's,Job Seeker,Networking,Advanced,Auditory,5-10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
27,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
27,Master's,Job Seeker,Networking,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
27,Master's,Job Seeker,Networking,Beginner,Visual,<5 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
27,Master's,Job Seeker,Networking,Beginner,Auditory,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
27,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,>10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
27,Master's,Job Seeker,Networking,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
28,Master's,Job Seeker,Networking,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
28,Master's,Job Seeker,Networking,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
28,Master's,Job Seeker,Networking,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
29,Master's,Job Seeker,Networking,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
29,Master's,Job Seeker,Networking,Advanced,Visual,5-10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
29,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
30,Master's,Job Seeker,Networking,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
30,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,>10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
31,Master's,Job Seeker,Networking,Advanced,Reading/Writing,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
31,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
31,Master's,Job Seeker,Networking,Advanced,Auditory,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
32,Master's,Job Seeker,Networking,Advanced,Visual,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
32,Master's,Job Seeker,Networking,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
33,Master's,Job Seeker,Networking,Advanced,Visual,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
33,Master's,Job Seeker,Networking,Beginner,Visual,<5 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
34,Master's,Job Seeker,Networking,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
34,Master's,Job Seeker,Networking,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
34,Master's,Job Seeker,Networking,Beginner,Reading/Writing,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
35,Master's,Job Seeker,Networking,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
35,Master's,Job Seeker,Networking,Intermediate,Visual,>10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
35,Master's,Job Seeker,Networking,Advanced,Auditory,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
36,Master's,Job Seeker,Networking,Beginner,Reading/Writing,<5 hrs/week,Free,"Penetration Testing, Zero Trust Security"
36,Master's,Job Seeker,Networking,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
37,Master's,Job Seeker,Networking,Beginner,Auditory,5-10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
37,Master's,Job Seeker,Networking,Intermediate,Auditory,5-10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
37,Master's,Job Seeker,Networking,Beginner,Reading/Writing,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
38,Master's,Job Seeker,Networking,Intermediate,Auditory,>10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
38,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,>10 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
38,Master's,Job Seeker,Networking,Beginner,Reading/Writing,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
38,Master's,Job Seeker,Networking,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
38,Master's,Job Seeker,Networking,Beginner,Kinesthetic,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
38,Master's,Job Seeker,Networking,Beginner,Auditory,>10 hrs/week,Free & Paid,"Penetration Testing, Zero Trust Security"
39,Master's,Job Seeker,Networking,Advanced,Visual,<5 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
39,Master's,Job Seeker,Networking,Intermediate,Kinesthetic,<5 hrs/week,Paid,"Penetration Testing, Zero Trust Security"
39,Master's,Job Seeker,Networking,Advanced,Auditory,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
39,Master's,Job Seeker,Networking,Advanced,Auditory,>10 hrs/week,Free,"Penetration Testing, Zero Trust Security"
16,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Free,Python Basics
16,High School,Student,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,Python Basics
16,High School,Student,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,Python Basics
16,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Paid,Python Basics
16,High School,Student,AI/ML,Beginner,Visual,<5 hrs/week,Free,Python Basics
16,High School,Student,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Paid,Python Basics
16,High School,Student,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free,Python Basics
17,High School,Student,AI/ML,Beginner,Visual,>10 hrs/week,Free,Python Basics
17,High School,Student,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Auditory,<5 hrs/week,Free & Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Auditory,5-10 hrs/week,Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Visual,>10 hrs/week,Paid,Python Basics
17,High School,Student,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free,Python Basics
17,High School,Student,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,Python Basics
18,High School,Student,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,Python Basics
18,High School,Student,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Paid,Python Basics
19,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Free,Python Basics
19,High School,Student,AI/ML,Beginner,Visual,5-10 hrs/week,Paid,Python Basics
19,High School,Student,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free,Python Basics
19,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Free & Paid,Python Basics
19,High School,Student,AI/ML,Beginner,Auditory,5-10 hrs/week,Free,Python Basics
19,High School,Student,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,Python Basics
20,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Free,Python Basics
20,High School,Student,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,Python Basics
20,High School,Student,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,Python Basics
20,High School,Student,AI/ML,Beginner,Kinesthetic,<5 hrs/week,Paid,Python Basics
20,High School,Student,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Free,Python Basics
20,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Free,Python Basics
20,High School,Student,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Paid,Python Basics
20,High School,Student,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,Python Basics
21,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Free,Python Basics
21,High School,Student,AI/ML,Beginner,Auditory,>10 hrs/week,Free & Paid,Python Basics
21,High School,Student,AI/ML,Beginner,Visual,<5 hrs/week,Free & Paid,Python Basics
21,High School,Student,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,Python Basics
21,High School,Student,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,Python Basics
21,High School,Student,AI/ML,Beginner,Auditory,5-10 hrs/week,Free & Paid,Python Basics
22,High School,Student,AI/ML,Advanced,Auditory,>10 hrs/week,Free,Python Basics
22,High School,Student,AI/ML,Intermediate,Reading/Writing,5-10 hrs/week,Free,Python Basics
22,High School,Student,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Paid,Python Basics
22,High School,Student,AI/ML,Intermediate,Kinesthetic,<5 hrs/week,Free & Paid,Python Basics
22,High School,Student,AI/ML,Intermediate,Reading/Writing,>10 hrs/week,Paid,Python Basics
22,High School,Student,AI/ML,Advanced,Visual,>10 hrs/week,Paid,Python Basics
22,High School,Student,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,Python Basics
23,High School,Student,AI/ML,Advanced,Auditory,<5 hrs/week,Free,Python Basics
23,High School,Student,AI/ML,Beginner,Visual,5-10 hrs/week,Free,Python Basics
23,High School,Student,AI/ML,Advanced,Kinesthetic,5-10 hrs/week,Paid,Python Basics
23,High School,Student,AI/ML,Intermediate,Visual,5-10 hrs/week,Free,Python Basics
24,High School,Student,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free,Python Basics
24,High School,Student,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free,Python Basics
24,High School,Student,AI/ML,Beginner,Visual,5-10 hrs/week,Free,Python Basics
24,High School,Student,AI/ML,Intermediate,Kinesthetic,>10 hrs/week,Paid,Python Basics
24,High School,Student,AI/ML,Beginner,Visual,>10 hrs/week,Free & Paid,Python Basics
24,High School,Student,AI/ML,Intermediate,Visual,<5 hrs/week,Paid,Python Basics
25,High School,Student,AI/ML,Intermediate,Visual,5-10 hrs/week,Paid,Python Basics
25,High School,Student,AI/ML,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,Python Basics
25,High School,Student,AI/ML,Intermediate,Kinesthetic,>10 hrs/week,Free,Python Basics
25,High School,Student,AI/ML,Intermediate,Kinesthetic,>10 hrs/week,Free,Python Basics
25,High School,Student,AI/ML,Intermediate,Visual,<5 hrs/week,Free & Paid,Python Basics
